359 428 535 1617 2848
CITED 0 0 0 1 0
SMC, 0 0 0 4 0
UCPB, 0 0 0 1 0
compromise 0 0 1 3 0
Diaz, 0 0 0 2 0
(PCGG) 0 0 0 1 0
block, 3 0 0 1 0
UCPB. 0 0 0 1 0
Diaz 0 0 0 6 0
identity 0 0 0 1 0
PCGG 0 0 0 7 0
PCGG's 0 0 0 1 0
sequestration 0 0 0 1 0
aborted 0 0 0 1 1
suspected 0 0 0 1 0
Cojuangco, 0 0 0 3 0
Cojuango, 0 0 0 1 0
fled 0 0 0 1 0
Marcos 0 0 0 2 0
toppled, 0 0 0 1 0
SMC. 0 0 0 1 0
sequestration. 0 0 0 1 0
coconut 0 0 0 1 0
farmers," 0 0 0 1 0
"Naturally 0 0 0 1 0
cronies." 0 0 0 1 0
forfeited 0 2 0 1 0
III 0 2 0 2 4
fulfil 0 1 0 2 0
pesos. 0 0 0 1 0
4.79 0 0 0 1 0
UCPB-controlled 0 0 0 1 0
15-member 0 0 0 2 0
arbitration. 0 0 0 2 0
three-man 0 0 0 1 0
accusing 0 0 0 2 0
violating 0 0 0 1 2
"fiduciary 0 0 0 1 0
duty." 0 0 0 1 0
12-day 0 0 1 0 0
0700 0 0 1 0 0
0730 0 0 1 0 0
BILLBOARD 0 0 0 3 0
Welbilt 0 0 0 1 0
bakery 0 0 0 1 2
REMAINING 0 0 0 1 0
shareholding 0 0 1 4 2
Lamont 0 0 0 2 0
permit. 0 0 0 1 1
578.5 0 0 0 1 0
appoint 1 0 0 1 0
Merchant 0 0 1 3 1
interviewed 0 1 0 2 0
underwritten 0 0 0 3 2
striking 2 0 0 1 0
Rolls-Royce, 0 0 0 1 0
BAA 0 0 0 1 0
Plc, 0 0 0 1 0
MARINE 0 0 0 3 1
MIDLAND 0 0 0 1 1
BROKERAGE 0 0 0 2 0
Ovest 0 0 0 1 0
Northeastern 0 0 0 1 0
Ovest's 0 0 0 1 0
Brokerage 0 0 0 1 0
HONGKONG 0 0 0 1 1
Mongkok 0 0 0 1 0
21-storey 0 0 0 1 0
Wayfoong 0 0 0 1 0
&lt;RANCHMEN'S 0 0 0 0 1
3.83 0 0 0 0 2
13,900,000 0 0 0 0 1
43,792,000 0 0 0 0 1
36,480,000 0 0 0 0 1
88,974,000 0 0 0 0 1
94,647,000 0 0 0 0 1
4.04 0 0 0 0 1
5,042,000 0 0 0 0 1
DEAN 0 0 0 0 3
&lt;DF> 0 0 0 0 3
9,246,000 0 0 0 0 1
10,719,000 0 0 0 0 1
367.9 0 0 0 0 1
315.1 0 0 0 0 1
1.13 0 0 0 1 12
27,490,000 0 0 0 0 1
30,160,000 0 0 0 0 1
915.3 0 0 0 0 1
MCO 0 0 0 3 5
&lt;MCO>, 0 0 0 1 0
Chancery. 0 0 0 1 0
27... 0 0 0 1 0
&lt;MCR> 0 0 0 0 2
qualfied 0 0 0 0 1
geothermal 0 0 0 0 4
FIDUCIARY 0 0 0 0 1
FIVE-FOR-ONE 0 0 0 0 1
&lt;Fiduciary 0 0 0 0 1
International> 0 0 0 2 1
five-for-one 0 0 0 0 2
440,000 0 0 0 1 2
stock's 0 0 0 1 1
undivided 0 0 0 0 1
&lt;AC> 0 0 0 0 1
Gerald 0 0 0 3 2
Tsai 0 0 0 0 4
"First 0 0 0 0 3
196.3 0 0 0 0 1
Musicland 0 0 0 0 1
Can's 0 0 0 0 2
small". 0 0 0 0 1
investment," 0 1 0 1 2
Boyd 0 0 0 0 1
Jefferies, 0 0 0 1 1
plead 0 0 0 0 1
felony 0 0 0 0 1
Responding 0 0 0 0 1
SHULTZ 0 5 0 0 0
TRIP 0 2 0 0 0
FUELS 0 2 0 0 0
Speculation 0 4 1 3 0
intensity 0 3 0 0 0
run-up 0 2 0 0 1
Shultz' 0 3 0 0 0
Moscow. 0 7 0 0 0
Rumors 1 3 0 1 0
impending 0 2 0 1 0
coursed 0 2 0 0 0
customary, 0 2 0 0 0
Moscow's 0 3 0 0 0
reenter 0 2 0 0 0
warming 0 4 0 0 0
Shultz 0 17 0 0 0
AMUSEMENTS, 0 0 0 2 0
LINOTYPE 0 0 0 4 0
&lt;Linotype 0 0 0 1 0
GmbH>, 0 0 0 1 0
type-setting 0 0 0 1 0
Signal 0 0 0 1 0
&lt;ALD.N> 0 0 0 1 0
Linotype. 0 0 0 1 0
Linotype's 0 0 0 1 0
ALCOA 0 0 0 1 0
&lt;AA> 0 0 0 1 1
POWDERED 0 0 0 1 0
Aluminum 0 0 0 2 0
Powdered 0 0 0 2 0
R.W. 0 0 0 1 0
THRIFT 0 0 0 1 1
&lt;Massachusetts 0 0 0 0 1
&lt;Trust 0 0 0 0 1
Thrift 0 0 0 0 1
Institutions 0 0 0 0 1
Series> 0 0 0 0 1
1.069 0 0 0 0 1
7.645 0 0 0 0 1
&lt;WILF> 0 0 0 0 1
329.4 0 0 0 0 2
368.0 0 0 0 0 1
4.55 0 0 0 0 2
2,026,000 0 0 0 0 1
691.3 0 0 0 0 1
738.2 0 0 0 0 1
closings 0 0 0 0 3
1,381,000 0 0 0 0 1
1,722,000 0 0 0 0 1
POSTS 1 0 0 0 2
buyout, 0 0 0 2 1
60.9 0 0 0 0 1
2.68 0 0 0 0 6
candidates. 0 0 0 2 1
unquantifiable 0 0 0 0 1
contest 0 0 0 4 2
rescheduled 0 1 1 1 1
&lt;GRB> 0 0 0 1 0
&lt;GSTI> 0 0 0 1 0
GST 0 0 0 2 0
444,646 0 0 0 1 0
95.6 0 0 0 1 0
GST. 0 0 0 1 0
&lt;AYP> 0 0 0 0 1
28-day 0 0 4 0 0
HOOPER 0 0 0 0 1
HOLMES 0 0 0 1 3
SHERLOCK 0 0 0 0 1
&lt;HOOP> 0 0 0 0 1
472,000 0 1 0 0 2
2,135,315 0 0 0 0 1
1,835,325 0 0 0 0 2
1,393,000 0 0 0 0 1
Rwevs 0 0 0 0 1
61,805,000 0 0 0 0 1
55,367,000 0 0 0 0 1
1,960,319 0 0 0 0 1
664 0 0 1 0 0
508 0 0 2 0 0
380 0 0 1 1 4
&lt;UM> 0 0 0 1 0
&lt;Myriad 0 0 0 1 0
&lt;AMKG> 0 0 0 3 0
ENTREPO 0 0 0 1 0
&lt;Entrepo 0 0 0 1 0
Philadelphia-based 0 0 0 1 0
remarkets 0 0 0 1 0
Entrepo 0 0 0 1 0
FREIGHT 0 3 0 5 1
&lt;NAFI> 0 0 0 1 0
REJECTS, 0 0 0 1 0
&lt;Pilot 0 0 0 1 0
Freight> 0 0 0 1 0
Northern, 0 0 0 1 0
Northern's 0 0 0 1 0
Seattle. 0 0 0 2 0
SHELL 10 0 0 0 2
NORWAY'S 2 0 0 0 0
DRAUGEN 1 0 0 0 0
FIELD 3 0 0 0 0
&lt;A/S 1 0 0 0 0
Norske 7 0 0 0 0
Shell>, 1 0 0 0 0
Draugen 3 0 0 0 0
Pending 1 0 0 3 0
scheme, 1 3 0 1 0
northermost 1 0 0 0 0
Haltenbanken 3 0 0 0 0
Work 2 0 0 0 0
240-270 1 0 0 0 0
field's 6 0 0 0 0
300-meter, 1 0 0 0 0
single-leg 1 0 0 0 0
gravity-base 1 0 0 0 0
platform. 2 0 0 0 0
remote 1 0 0 0 0
subsea 1 0 0 0 0
tap 1 0 2 1 0
reservoir, 1 0 0 0 0
buoy-loading 1 0 0 0 0
ship. 1 0 0 0 0
Shell, 4 0 0 0 0
&lt;BP 1 0 0 1 0
(Norway) 2 0 0 0 0
(20 1 0 0 0 0
Den 2 0 0 0 0
Stats 3 0 0 0 0
Oljeselskap 2 0 0 0 0
&lt;STAT.OL> 3 0 0 0 0
(Statoil) 3 0 0 0 0
pct). 1 1 0 0 0
COMPLAINS 0 0 1 0 0
SIZE 0 0 1 0 0
Chang 0 0 5 0 0
Chi-cheng 0 0 4 0 0
Chao-ming, 0 0 1 0 0
Development, 0 2 1 0 0
headache 0 0 1 0 0
Taiwan." 0 0 3 0 0
2.73 0 0 1 0 0
Chien-shien 0 0 1 0 0
Wang's 0 0 1 0 0
avert 1 1 1 0 0
Protectionism 0 0 1 0 0
Washington," 0 0 2 0 0
inland 2 0 1 0 1
Companies. 0 0 1 0 0
losses. 4 2 1 1 8
34.38 0 0 1 0 0
end-year, 0 0 1 0 0
Lira/Dollar 0 0 2 0 0
773.05/776.92 0 0 1 0 0
769.60/773.45. 0 0 1 0 0
Lira/Mark 0 0 2 0 0
417.20/419.29 0 0 1 0 0
Mark, 0 0 2 0 0
419.15/421.25. 0 0 1 0 0
HAYES-ALBION 0 0 0 2 0
&lt;HAY> 0 0 0 2 0
Hayes-Albion 0 0 0 2 0
Harvard 1 0 0 3 1
&lt;HAVA> 0 0 0 1 1
materials. 0 0 0 1 1
COMMERCE> 0 0 0 0 1
44.87 0 0 0 0 1
48.07 0 0 0 0 1
69.86 0 0 0 0 1
68.45 0 0 0 0 1
STOCKS/SUPERMARKETS 0 0 0 1 0
&lt;DARTA>, 0 0 0 1 0
buyer, 0 0 0 3 0
Dart's 0 0 0 3 0
42-1/8 0 0 0 1 0
rumor 0 1 1 5 0
Federated 0 0 0 2 5
General. 0 0 0 1 0
nature," 0 0 0 2 0
Haft 0 0 0 2 0
son 0 0 0 1 0
Robert, 0 0 0 1 0
resisted. 0 0 0 1 0
Hafts. 0 0 0 1 0
repeats 0 0 0 1 0
Hafts 0 0 0 3 0
General, 1 0 0 4 0
Hafts' 0 0 0 1 0
"quite 0 0 0 1 0
fair." 0 0 0 1 0
after-tax-cash 0 0 0 1 0
priced." 0 1 1 1 0
&lt;AH.O>, 0 0 0 1 0
&lt;Trelleborg 0 0 0 2 1
NCA 0 0 0 0 1
&lt;NCAC> 0 0 0 0 1
1,240,000 0 0 0 0 1
3,621,000 0 0 0 0 1
6,264,000 0 0 0 0 1
4,626,000 0 0 0 0 1
2,487,000 0 0 0 0 1
5,406,000 0 0 0 0 1
&lt;GENDIS 0 0 0 0 1
11,489,000 0 0 0 0 1
185.9 0 0 0 0 1
22,522,000 0 0 0 0 1
25,667,000 0 0 0 0 1
588.5 0 0 0 0 2
521.7 0 0 0 0 1
SANTA 0 0 0 8 3
ANITA 0 0 0 0 2
&lt;SAR> 0 0 0 0 2
3,805,000 0 0 0 0 1
5,155,000 0 0 0 0 1
12,991,000 0 0 0 0 1
15,692,000 0 0 0 0 1
8,265,541 0 0 0 0 1
7,598,522 0 0 0 0 1
POINT/AMERICAN 0 0 0 1 0
prelude 0 0 0 1 0
Perrin 0 0 0 2 0
Lipper 0 0 0 2 0
analytical 0 0 0 1 0
cloud 0 0 0 2 0
scandal, 0 0 0 2 0
78-1/4, 0 0 0 1 0
3/8. 0 0 0 1 0
Shearson. 0 0 0 2 0
doors 0 0 1 1 0
honesty, 0 0 0 1 0
step," 0 0 0 1 0
Long. 0 0 0 1 0
Shearson," 0 0 0 1 0
"Normally, 0 0 0 1 0
illiquid 0 0 0 1 0
situation," 0 1 0 4 0
Nippon. 0 1 0 2 0
globally. 0 0 0 2 0
express 0 0 0 3 0
Anthony, 0 0 0 1 0
Barney 0 0 3 1 1
analyst, 0 0 2 4 2
digest 0 0 0 1 0
first. 0 0 0 3 3
have," 0 0 0 1 0
Joan 0 0 0 1 0
Goodman, 0 0 0 1 0
strategy. 0 0 0 2 1
infusion. 0 0 0 1 0
matches. 0 0 0 1 0
(U.S. 0 0 0 1 0
brokers) 0 0 0 1 0
expertise. 0 0 0 1 0
There's 0 1 0 3 0
growth," 0 0 1 1 0
Wertheim 0 0 1 2 0
Hanbury, 0 0 0 1 0
Hanbury 0 0 0 1 0
flush 0 0 0 1 0
brokers. 0 0 0 2 0
(Japanese) 0 0 0 1 0
nice 0 0 0 2 1
marriage," 0 0 0 1 0
&lt;MS> 0 0 0 2 0
74-7/8. 0 0 0 1 0
51-1/4. 0 0 0 1 0
41-1/8, 0 0 0 1 0
&lt;PWJ> 0 0 0 2 0
37-3/4. 1 0 0 1 0
2-5/8 0 0 0 1 0
45-3/8. 0 0 0 1 0
TORRENTIAL 0 1 0 0 0
HALT 0 1 0 0 0
HARVEST 0 2 0 0 0
Torrential 0 1 0 0 0
Sunflower, 0 1 0 0 0
Fe, 0 3 0 0 0
Luis. 0 1 0 0 0
Chaco 0 2 0 0 0
Formosa. 0 2 0 0 0
revise 0 1 1 0 0
slowly. 0 1 1 1 2
sunflowers 0 1 0 0 0
Sunflower 0 2 0 0 0
inched 0 1 0 0 0
temperatures. 0 2 0 0 0
soybean-planted 0 1 0 0 0
Kinder-Care 0 0 0 0 1
Grassgreen, 0 0 0 0 1
Greengrass 0 0 0 0 1
RCM 0 0 0 0 1
&lt;RCMT> 0 0 0 0 1
89,844 0 0 0 0 1
85,731 0 0 0 0 1
3,384,726 0 0 0 0 1
4,646,285 0 0 0 0 1
ARKANSAS 0 0 0 0 2
&lt;ABZ> 0 0 0 0 2
Chemcial 0 0 0 1 0
Henkel 0 0 0 5 0
KGAA 0 0 0 1 0
Dusseldorf, 0 0 0 3 0
RESTAURANT 0 0 0 1 4
&lt;RA> 0 0 0 0 1
56.9 0 0 0 1 3
140.0 0 0 0 0 4
anti-takeover 0 0 0 2 0
assurance. 0 0 0 1 0
THATCHER 1 0 0 1 0
INTERVIEW 1 0 0 0 0
judgment 2 3 1 3 0
Arabic 1 0 0 0 0
al-Sharq 1 0 0 0 0
al-Awsat 1 0 0 0 0
Arabia. 1 0 2 0 0
naturally 2 0 1 0 0
countries," 1 0 0 0 0
volatility." 1 0 0 0 0
LINDNER 0 0 0 3 0
DISCUSSED 0 0 0 3 0
Financier 0 0 0 1 0
Lindner, 0 0 0 6 0
Cincinnati, 0 0 0 2 0
Taft's 0 0 0 9 0
"achieving 0 0 0 1 0
position" 0 0 0 2 0
deals. 0 0 0 2 0
Taft. 0 0 0 7 0
Lindner's 0 0 0 1 0
1,489,298 0 0 0 2 0
1,439,498 0 0 0 1 0
49,800 0 0 0 1 0
BLOCKED 0 0 0 1 0
Hampshire 0 0 0 4 1
overturned 0 0 1 2 0
Portsmouth 0 0 0 3 0
three-two 0 0 0 1 0
vote. 0 0 0 3 0
depositors, 0 0 0 1 0
takeover. 2 0 0 14 0
Bushnell 0 0 0 1 0
(EIA) 6 0 0 0 0
251.5 1 0 0 0 0
333.0 1 0 0 0 0
(SPR) 2 0 0 0 0
516.5 1 0 0 0 0
SPR 3 0 0 0 0
1,575.1 1 0 0 0 0
NASHUA 0 0 0 1 0
&lt;NSH> 0 0 0 1 0
DISC 0 0 0 1 0
Nashua 0 0 0 2 0
&lt;Lin 0 0 0 1 0
high-capacity 0 0 0 2 0
discs 0 0 0 1 0
data. 0 2 0 1 2
Lin 0 0 0 2 0
1,200,000 0 0 0 1 5
MCRAE 0 0 0 0 2
&lt;MRI.B> 0 0 0 0 1
6,830,000 0 0 0 0 1
4,107,000 0 0 0 0 1
955,000 0 0 0 0 1
9,755,000 0 0 0 0 1
ENSECO 0 0 0 0 1
&lt;NCCO> 0 0 0 0 1
481,517 0 0 0 0 1
487,432 0 0 0 0 1
7,492,686 0 0 0 0 1
5,575,043 0 0 0 0 1
465,043 0 0 0 0 1
2,283,811 0 0 0 0 1
BROADCASTING&lt;TFB> 0 0 0 1 0
Taft, 0 0 0 6 0
Theta 0 0 0 6 0
stating 0 0 0 2 0
Broadcast 0 0 0 4 0
HOOGOVENS 0 0 0 1 3
154.6 0 0 0 0 3
278.8 0 0 0 0 2
LEAVE 1 0 0 0 0
REFINERIES 2 0 0 0 0
troubles 1 0 1 1 0
occupied 2 0 0 0 0
troops. 1 0 0 0 0
calm, 1 0 1 0 0
marines 7 0 0 0 0
despatched 1 0 0 0 0
old, 1 0 0 0 0
Janeiro 3 0 0 0 0
l63 1 0 0 0 0
strike-bound, 1 0 0 0 0
Flumar, 1 0 0 0 0
vast 1 1 2 0 0
stoppage 6 0 0 0 0
receding. 1 0 0 0 0
troubles, 1 0 0 0 0
unrest 5 0 1 0 0
thousands 6 3 0 2 0
rallies 2 0 0 0 0
blockading 2 0 0 0 0
Paulo 1 0 0 0 0
Parana. 1 0 0 0 0
extricate 1 0 0 0 0
Jose 4 0 2 1 0
Sarney 3 0 7 0 0
WESSANEN 0 0 0 0 1
foods 0 1 0 0 1
Koninklijke 0 0 0 0 2
Wessanen 0 0 0 0 3
&lt;WESS.AS>, 0 0 0 0 1
world-wide 0 0 1 2 1
forsees 0 0 0 0 1
Gerrit 0 0 0 0 1
van 0 2 0 0 7
Driel 0 0 0 0 11
Wessanen's 0 0 0 0 1
62.3 0 0 0 0 1
Turnover, 0 0 0 0 1
world-wide. 0 0 0 0 1
US, 0 0 0 1 1
price/earnings 0 0 0 0 1
teams 1 0 0 0 1
cashflow 0 0 0 0 1
&lt;Balanced 0 0 0 0 1
Foods> 0 0 0 0 1
&lt;Green's 0 0 0 0 1
Dairy>, 0 0 0 0 1
consumer-oriented 0 0 0 0 1
Geneva 2 0 0 0 2
Amsterdam, 0 0 0 0 1
Dusseldorf 0 0 0 0 1
listings 0 0 1 0 1
accompanied 1 0 0 1 1
hands. 0 1 1 5 1
logical 0 0 1 1 1
elaborating. 0 0 0 3 1
Wessanen, 0 0 0 0 1
cheese, 0 0 0 0 1
BARELY 0 0 1 0 0
CHANGED 0 0 1 0 0
Notes 0 0 1 0 2
celebrate 0 0 1 0 0
Carnival 0 0 1 0 0
festival 0 0 1 0 0
end-of-winter 0 0 1 0 0
break, 0 0 3 0 0
5-3/4 1 0 1 0 0
5-9/16 0 0 1 0 0
SESSION, 0 1 0 0 0
MILO 0 1 0 0 0
milo. 0 1 0 0 0
15-July 0 1 0 0 0
lading 0 1 0 0 0
&lt;LIFI> 0 0 0 0 2
103,000 0 0 0 2 2
4,357,000 0 0 0 0 1
6,494,000 0 0 0 0 1
5,415,185 0 0 0 0 1
5,646,185 0 0 0 0 2
1,236,000 0 0 0 0 2
5,638,596 0 0 0 0 1
30,400 0 0 0 0 1
quartger 0 0 0 0 1
ROPAK 0 0 0 1 0
&lt;ROPK> 0 0 0 1 0
456,968 0 0 0 1 0
527,035 0 0 0 1 0
power. 0 0 0 2 1
25,100 0 0 0 1 0
Buckhorn. 0 0 0 1 0
Buckhorn's 0 0 0 1 0
reevaluate 0 0 0 1 0
(cabinet) 0 1 0 0 0
yuan 0 4 2 0 0
anti-drought 0 1 0 0 0
Hui 0 1 0 0 0
Bao 0 1 0 0 0
drought, 0 4 0 0 0
Shanxi, 0 1 0 0 0
Shandong 0 1 0 0 0
most, 0 1 0 0 0
snowfall 0 1 0 0 0
north 3 5 0 2 0
use. 0 3 0 0 1
worsen, 0 1 0 0 0
bumper 0 2 0 0 0
harvest," 0 1 0 0 0
391 0 4 0 0 0
405 1 4 0 1 0
DUCOMMON 0 0 0 0 1
&lt;DCO> 0 0 0 1 2
18,688,000 0 0 0 0 1
3,662,000 0 0 0 0 1
107.3 0 0 0 0 1
108.7 1 0 0 0 1
19,213,000 0 0 0 0 1
3,263,000 0 0 0 0 1
455.2 0 0 0 0 1
417.0 0 0 0 0 1
279,000 0 0 0 0 3
555,000 0 0 0 0 1
&lt;CTYN> 0 0 0 0 1
fail," 0 0 0 1 0
Gallo 0 0 0 2 0
III. 0 0 0 1 0
ago." 0 0 0 1 0
inquiries. 0 0 0 3 1
profitability," 0 0 0 1 0
"To 1 1 0 3 0
inherently 0 0 0 2 0
plan." 0 0 0 1 0
4,475,930 0 0 0 1 0
&lt;FDX> 0 0 0 0 1
42.4 0 0 0 0 1
798.9 0 0 0 0 1
659.2 0 0 0 0 1
135.6 0 0 0 0 2
2.31 0 1 0 0 3
51.8 0 0 0 0 2
227.5 0 0 0 0 1
6,200,000 0 0 0 0 3
219.2 0 0 0 0 1
buyback 0 0 0 1 7
82.6 0 0 0 0 2
97.2 0 0 0 0 2
grocery 0 0 0 2 2
Jersey. 1 0 0 2 1
suits 0 0 0 1 5
allege 0 0 0 1 1
inflated 0 0 0 0 2
breaching 1 0 0 1 1
wasting 0 1 0 0 1
defendants, 0 0 0 2 1
PROBLEM 0 0 2 0 0
AMONG 0 0 2 1 0
U.S, 1 0 4 0 0
EUROPE, 0 0 2 0 0
drama 0 0 2 0 0
obscuring 0 0 2 0 0
budged 0 0 2 0 0
distortions, 0 0 3 0 0
beneath 0 0 2 0 0
rhetoric 0 0 3 0 0
fundamentally 1 0 2 0 0
throwing 0 0 2 0 0
tensions 1 0 2 1 0
alignments 0 0 2 0 0
Japan-U.S. 0 0 4 0 0
axis 0 0 2 0 0
Japan- 0 0 2 0 0
axis, 0 0 2 0 0
discomfort 0 0 2 0 0
ways, 0 1 2 0 1
peaks 1 0 2 0 0
troughs 0 0 2 0 0
bare 0 0 2 0 0
importance, 0 0 2 0 0
significance, 0 0 2 0 0
place, 1 0 3 1 2
Tomas 0 0 2 0 0
Hora 0 0 2 0 0
closely. 0 0 2 0 0
Plaza," 0 0 2 0 0
263.15 0 0 2 0 0
Plaza, 0 0 2 0 0
242. 0 0 2 0 0
frights 0 0 2 0 0
Yet 0 0 2 0 0
ECU 0 2 3 0 0
173.4 0 0 2 0 0
undoubtedly 0 0 2 1 0
equation 0 0 2 0 0
changing. 0 0 2 0 0
maximises 0 0 2 0 0
Suddenly, 0 0 2 0 0
golden 0 0 2 1 0
egg," 0 0 2 0 0
Hora. 0 0 2 0 0
worried. 0 0 2 0 0
remarkable 0 0 3 0 0
Trade. 0 1 2 0 0
Firms, 0 0 2 0 0
aggravating 0 0 2 0 0
alignment 0 0 5 0 0
therefore, 0 0 2 1 0
edge," 0 0 2 0 0
Azusa 0 0 2 0 0
Hayashi, 0 0 2 0 0
Ministry. 1 0 2 0 2
drastic 1 2 8 0 1
imbalance. 0 0 2 0 0
moderation 0 0 2 0 1
LIBRARY 0 0 0 1 1
&lt;VLVL> 0 0 0 0 1
59,299 0 0 0 0 1
88,843 0 0 0 0 1
3,487,693 0 0 0 0 1
2,123,488 0 0 0 0 1
816,395 0 0 0 0 1
44,541 0 0 0 0 1
7,413,328 0 0 0 0 1
3,208,472 0 0 0 0 1
2,348,559 0 0 0 0 1
MUSIC 0 0 0 0 3
&lt;TWMC> 0 0 0 0 1
4,185,000 0 0 0 0 1
2,433,000 0 0 0 0 3
6,000,000 0 0 0 0 2
5,200,000 0 0 0 0 3
6,759,000 0 0 0 0 1
3,717,000 0 0 0 0 1
130.4 0 0 0 0 2
5,622,000 0 0 0 0 1
FINLAND 0 0 3 0 0
Finland 0 0 6 0 0
1200 0 2 2 0 0
"development 0 0 1 0 0
maturity 0 0 5 1 1
paper, 0 1 1 0 0
&lt;PREMDOR 0 0 0 0 1
1,590,000 0 0 0 0 3
1,140,000 0 0 0 0 2
32.2 0 0 0 0 4
5,300,000 0 0 0 1 2
110.0 0 0 0 0 2
NUCLEAR 0 0 0 4 2
&lt;NUCM> 0 0 0 0 1
ORDERS 0 0 0 0 2
negligible 0 0 0 0 2
assured 2 1 0 1 1
RAINIER 0 0 0 1 0
&lt;RBAN> 0 0 0 1 0
Tacoma, 0 0 0 1 0
Wash.-based 0 0 0 1 0
United, 0 0 0 1 0
607 0 0 0 1 0
Rainier, 0 0 0 1 0
ADVANCE 0 0 0 0 1
CIRCUITS 0 0 0 0 2
&lt;ADVC> 0 0 0 0 1
2,093,000 0 0 0 0 1
1,737,000 0 0 0 0 1
BURMESE 0 1 0 0 0
PADDY 0 1 0 0 0
Burma's 0 2 0 0 0
729.4 0 1 0 0 0
baskets 0 1 0 0 0
1986-1987 0 1 0 0 0
March) 0 1 0 0 0
737.3 0 1 0 0 0
1985-1986, 0 1 0 0 0
lbs. 0 1 0 0 0
Paddy 0 1 0 0 0
1984-1985 0 1 0 0 0
699.1 0 1 0 0 0
baskets, 0 1 0 0 0
"Green 0 1 0 0 0
Revolution" 0 1 0 0 0
mid-1970s 0 1 0 0 0
levelling 0 1 0 0 0
FEED 0 4 0 0 0
co-operative 0 1 0 0 0
Cebeco-Handelsraad 0 1 0 0 0
Tapioca 0 1 0 0 0
soymeal 0 5 0 0 0
Cornglutenfeed 0 1 0 0 0
729,000 0 1 0 0 2
887,000, 0 1 0 0 0
cornfeedmeal 0 1 0 0 0
399,000 0 1 0 0 0
201,000. 0 1 0 0 0
Citruspulp 0 1 0 0 0
149,000 0 2 0 0 0
sunmeal 0 2 0 0 0
216,000 0 1 0 0 5
325,000. 0 1 0 0 0
Rapeseed 0 1 0 0 0
409,000 0 1 0 0 1
360,000, 0 1 0 0 0
citruspulp 0 1 0 0 0
516,000 0 1 0 0 0
826,000. 0 1 0 0 0
Netherlands 0 5 2 3 1
ALABAMA 0 0 0 1 0
PENOBSCOT 0 0 0 1 1
&lt;PSO> 0 0 0 1 1
Donaldson 0 0 0 5 0
Bramham 0 0 0 1 0
Lee, 0 0 0 2 0
Birmingham, 0 0 0 1 0
Alabama, 1 0 0 1 0
Penobscot 0 0 0 3 0
40,500 0 0 0 1 0
13.75 0 0 0 1 0
16.25 0 0 0 1 0
COMMUNITY 0 0 0 3 2
&lt;CBSI> 0 0 0 2 0
Nichols 0 0 0 3 0
2,800,000 0 0 0 1 0
authorities, 0 0 2 2 1
11TH 1 0 0 0 0
LICENCE 1 0 0 0 0
OFFSHORE 6 0 0 2 1
BLOCKS 1 0 0 1 0
blocks 15 0 0 0 0
applicants 2 0 0 0 0
eleventh 3 0 0 1 0
concession 2 0 0 0 1
round, 2 0 2 0 0
final. 1 0 1 0 0
Ste 1 0 0 0 1
&lt;ELFP.PA> 1 0 0 0 0
&lt;TPN.PA>, 2 0 0 0 0
operatorships 3 0 0 0 0
Troll 1 0 0 0 0
Smoerbukk 1 0 0 0 0
Statoil 3 0 0 0 0
&lt;TGT.N> 1 0 0 0 0
&lt;TET.N> 1 0 0 0 0
&lt;Agip 1 0 0 0 0
SpA>'s 1 0 0 0 0
E.I. 1 0 0 0 0
Nemours 1 0 0 0 0
&lt;DD.N> 1 0 0 0 0
6406/8 1 0 0 0 0
Statoil. 1 0 0 0 0
Norsk 6 0 0 0 0
Hydro 4 0 0 0 0
&lt;NHY.OL> 2 0 0 0 0
6407/10 1 0 0 0 0
Statoil, 3 0 0 0 0
&lt;Deminex> 1 0 0 0 0
Deminex 1 0 0 0 0
(Norge) 1 0 0 0 0
A/S. 1 0 0 0 0
operatorship 2 0 0 0 0
unexplored 2 0 0 0 0
Moere 1 0 0 0 0
Haltenbanken, 1 0 0 0 0
&lt;Petroleo 1 0 0 0 0
Brasileiro 1 0 0 0 0
(Petrobras) 1 0 0 0 0
block. 1 0 0 0 0
landed 1 0 0 0 0
Barents 2 0 0 0 0
blocks. 1 0 0 0 0
7224/7 1 0 0 0 0
7224/8, 1 0 0 0 0
&lt;XON.N> 1 0 0 0 0
Saga 7 0 0 0 0
&lt;SAGP.OL>. 1 0 0 0 0
Blocks 1 0 0 0 0
7219/9 1 0 0 0 0
7220/7 1 0 0 0 0
Hydro, 1 0 0 0 0
&lt;MOB.N> 2 0 0 0 0
Petrofina 1 0 0 0 0
SA's 1 0 0 2 0
&lt;PETB.BR> 1 0 0 0 0
Fina 1 0 0 0 0
licence, 1 0 0 0 0
7124/3 1 0 0 0 0
7125/1, 1 0 0 0 0
&lt;ARC.N> 1 0 0 1 0
Amerada 2 0 0 1 0
Hess 2 0 0 0 0
&lt;AHC.N>. 1 0 0 0 0
round's 1 0 0 0 0
phase. 1 0 0 0 0
summer, 1 3 0 1 2
REDEMPTIONS 0 1 0 0 0
PUT 1 1 0 0 0
BU 0 3 0 0 0
bushels 1 31 0 0 0
redemptions 0 3 0 0 1
Redemptions 0 1 0 0 0
per-bushel 0 1 0 0 0
1.492 0 1 0 0 0
catalogs 0 1 0 0 1
&lt;NSP> 0 0 0 0 1
BIOMEDICALS 0 0 0 0 1
&lt;BIMD> 0 0 0 0 1
856,000 0 0 0 0 1
574,000 0 0 0 0 1
