crude grain money-fx acq earn
Southeast 2 2 1 2 1
vegetable 0 6 0 1 1
not, 3 0 4 1 0
4.75 1 1 0 4 2
ENGINEERING 0 0 0 2 6
OPTIONS 1 0 3 4 0
rumored 0 2 2 4 0
Harold 1 1 0 5 1
entry 0 0 2 5 1
workers. 0 0 1 4 3
850 2 1 3 1 1
reduces 0 5 0 1 2
&lt;SGL> 0 0 0 7 1
41.75 0 0 0 8 0
19. 1 0 3 1 3
CAMPBELL 0 0 0 1 7
Miguel 0 2 0 6 0
January's 2 1 5 0 0
non-oil 5 0 2 1 0
danger 3 1 4 0 0
bonds, 0 1 5 1 1
peaked 1 1 5 1 0
vulnerable 0 2 4 1 1
rallied 5 1 2 0 0
PRODUCTION 5 1 0 0 2
succeed 2 0 3 2 1
attempting 1 3 1 3 0
switching 3 0 0 4 1
container 0 0 0 4 4
Key 0 2 1 3 2
Dome 1 0 0 2 5
pressing 0 0 6 2 0
prices," 2 4 0 1 1
MOBIL 7 0 0 1 0
arrangements. 1 1 0 4 2
development. 3 0 2 0 3
perception 1 2 5 0 0
Yasuhiro 0 0 7 1 0
historical 0 1 5 0 2
historic 1 2 5 0 0
totally 0 1 2 4 1
restrictive 0 2 5 1 0
venture. 0 0 2 3 3
your 0 2 3 3 0
quick 1 0 6 1 0
protectionism 0 0 7 1 0
problem. 0 2 5 0 1
programme 1 0 3 1 3
ROYALTY 0 0 0 0 8
anticipate 1 3 1 1 2
owner, 0 0 0 5 3
filing, 0 0 0 7 1
history 0 2 0 2 4
metal 0 0 1 7 0
money. 2 3 0 2 1
CBT 0 8 0 0 0
efficient 2 2 0 3 1
involve 0 1 2 4 1
couple 1 2 3 1 1
plans, 0 2 0 5 1
soybeans, 0 8 0 0 0
Any 1 3 2 2 0
preparing 0 4 1 2 1
silver 1 1 1 2 3
Raymond 2 1 1 3 1
26.2 0 0 0 1 7
abroad 0 1 3 2 2
removal 1 0 2 3 2
field. 2 0 1 5 0
feedgrains. 0 8 0 0 0
hearing. 4 2 0 2 0
acreage, 0 7 0 1 0
reopening 1 5 0 0 2
choose 0 2 2 2 2
ILLINOIS 0 1 0 2 5
Base 0 1 7 0 0
implementation 3 1 2 1 1
politically 4 1 2 1 0
choice 1 2 3 2 0
realize 1 0 1 3 3
&lt;Nippon 1 0 0 5 2
warm 0 8 0 0 0
PROGRESSIVE 0 0 0 6 2
seat 0 0 0 8 0
Consumer 1 1 0 3 3
September. 2 0 4 1 1
partners, 0 0 5 3 0
contact 0 1 1 6 0
exception 3 1 0 1 3
Industries, 1 0 0 7 0
understood 4 1 3 0 0
OMITS 0 0 0 0 8
losing 1 2 2 2 1
solid 0 1 1 1 5
credited 0 1 6 1 0
afternoon. 0 0 5 3 0
FOUR 1 0 1 4 2
correct 0 2 2 3 1
FLAT 0 0 1 0 7
Heritage 0 0 3 5 0
28.4 0 0 0 1 7
Universal 0 0 0 8 0
over-the-counter 0 0 2 4 2
16,000 0 1 3 1 3
ATT 0 0 0 2 6
EEP, 0 8 0 0 0
manufacture 1 0 0 7 0
gain. 0 0 1 3 4
"While 3 0 1 1 3
PLC>, 0 0 0 5 3
IMPORT 2 6 0 0 0
forecasts. 1 3 1 0 3
meters 6 0 0 2 0
taxes, 1 1 0 0 6
(EC) 0 5 3 0 0
PER 0 1 0 4 3
AGAIN 0 1 2 3 2
22.2 0 0 1 0 7
province 1 7 0 0 0
promote 3 2 3 0 0
pegged 1 0 5 0 2
absorb 0 0 5 2 1
ESTIMATE 0 4 0 0 4
SCIENCES 0 0 0 1 7
stages 0 1 0 4 3
BBLS, 8 0 0 0 0
N.Y., 0 0 0 8 0
DOT 0 0 0 8 0
environmental 3 0 0 5 0
indication 2 0 0 5 1
counsel 0 0 0 8 0
VOLCKER 0 0 8 0 0
slowing 0 1 6 0 1
finished 4 0 3 0 1
CONTINUE 2 2 2 2 0
allocation 1 0 4 2 1
plans. 0 0 1 3 4
Hans 1 0 2 2 3
&lt;FBC> 0 0 0 8 0
struck 4 0 2 2 0
yearly 0 0 0 5 3
they're 1 1 0 5 1
abandoned 0 1 2 3 2
&lt;International 0 0 0 7 1
Denshin 0 0 0 8 0
undertaken 1 1 0 4 2
unchanged. 2 3 1 0 2
Qatar 5 0 3 0 0
agenda. 0 3 3 2 0
level," 0 0 6 0 2
before, 0 0 2 0 6
watching 0 2 5 1 0
1.90 1 0 3 1 3
promising 4 1 2 1 0
someone 0 1 0 7 0
facilities. 0 0 1 4 3
Producers 1 7 0 0 0
HANSON 0 0 0 8 0
tangible 0 1 0 5 2
Weinberger 4 0 0 4 0
mouth 8 0 0 0 0
DEADLINE 0 1 0 7 0
cut, 0 0 7 0 1
2.10 1 2 1 0 4
Albert 0 3 1 2 2
Bear 0 0 1 5 2
laws. 0 0 0 4 4
congressional 0 7 1 0 0
slack 6 1 1 0 0
chairman. 1 0 0 3 4
20.2 0 1 1 0 6
Malaysia 2 2 0 2 2
Pat 0 7 0 1 0
Prudential 1 1 0 2 4
Harcourt 0 0 0 8 0
Brace 0 0 0 8 0
Jovanovich 0 0 0 8 0
1,500,000 0 0 0 5 3
target, 0 1 4 1 2
pharmaceutical 0 0 0 4 4
testing 1 0 3 0 4
drug 0 0 0 4 4
Murray 1 0 0 3 4
OECD 5 1 2 0 0
suggestions 1 1 5 1 0
discovery 4 0 0 3 1
instruments 0 0 3 4 1
Kingdom 0 0 1 3 4
CYACQ 0 0 0 8 0
limitation 0 2 0 2 4
Philips 1 0 0 7 0
six. 1 0 0 4 3
APRIL 2 3 2 1 0
AFRICAN 1 1 0 6 0
suffer 2 1 1 0 4
suitor 0 0 0 8 0
INTERVENE 1 0 7 0 0
sceptical 0 0 8 0 0
divested 0 0 0 4 4
FLOAT 0 0 1 6 1
Cooper 0 0 0 6 2
Mexico, 5 1 1 1 0
1983. 2 1 1 1 3
precious 0 0 2 6 0
Ferruzzi 0 0 0 8 0
aided 0 1 2 0 5
shipments. 3 3 0 0 2
Minneapolis 0 5 0 2 1
impossible 1 1 6 0 0
Separately, 0 0 1 6 1
alternatives. 0 1 0 5 2
47.4 0 0 0 0 8
none 1 2 1 2 2
Undersecretary 2 5 1 0 0
Venezuela, 7 1 0 0 0
rally 5 0 2 0 1
Neither 0 2 0 5 1
Philadelphia 1 0 2 4 1
proper 0 3 2 2 1
widening 1 1 4 1 1
sort 1 0 2 4 1
priority 2 0 5 0 1
freedom 3 1 2 1 1
G-5 0 0 8 0 0
challenged 1 1 0 5 1
permitting 0 0 0 6 2
Speculation 0 4 1 3 0
hands. 0 1 1 5 1
OFFSHORE 5 0 0 2 1
drawn 3 2 2 1 0
Nevada 0 0 0 7 1
plant, 1 0 0 5 2
FE 0 0 0 7 1
ALL 0 2 0 4 2
amount, 0 0 3 3 2
projections 1 0 0 2 5
renew 4 1 1 1 1
Amstutz 0 8 0 0 0
HOLDER 0 0 0 8 0
targeted 1 1 1 2 3
physical 2 4 0 2 0
supply. 1 1 6 0 0
Environmental 1 0 0 4 3
nil. 0 0 0 1 7
42.2 0 0 0 0 8
INc 0 0 0 8 0
high. 0 1 6 1 0
watch 0 0 7 1 0
Works 0 0 0 8 0
depress 2 1 4 0 1
added: 2 1 3 1 1
acres, 0 6 0 2 0
39.9 0 0 0 0 8
identified 1 4 1 2 0
indicator 1 0 7 0 0
8.50 1 0 0 6 0
backing 0 2 2 2 1
2.71 0 1 0 0 6
2.78 1 1 0 0 5
up. 0 4 0 2 1
BILLS 0 0 7 0 0
Co>. 0 0 0 7 0
&lt;The 0 0 0 7 0
PANEL 0 4 3 0 0
CONSERVATION 0 7 0 0 0
rules, 0 2 0 3 2
deny 1 1 3 1 1
millions 0 3 1 2 1
Rio 3 1 0 3 0
diligence 0 0 0 7 0
urge 0 4 2 1 0
dropping 0 2 3 2 0
freeze 1 2 0 3 1
night. 2 1 1 3 0
425 0 3 2 0 2
Narragansett 0 0 0 7 0
advisor 0 0 0 6 1
Goldman, 0 0 0 7 0
inadequate. 0 0 0 7 0
Wilson 3 1 1 2 0
dlr, 1 0 1 2 3
Plant 0 1 0 3 3
accumulating 0 0 0 5 2
change, 2 2 0 2 1
safety 1 2 0 2 2
refinery, 7 0 0 0 0
inquiries 1 1 2 1 2
killed 7 0 0 0 0
benefitted 1 2 0 0 4
Miller 2 2 0 1 2
DRILLING 4 0 0 1 2
24.4 0 0 0 1 6
FISCAL 1 0 0 0 6
half, 2 0 0 0 5
Africa's 2 2 1 1 1
Free 2 1 0 0 4
Crop 0 7 0 0 0
10-7/8 0 0 6 1 0
EQUITY 0 0 0 4 3
economically 3 2 1 1 0
promptly 0 0 1 6 0
bolster 1 1 3 1 1
Tony 0 0 0 5 2
2.02 0 0 1 1 5
unknown 0 6 0 0 1
Egypt, 1 5 1 0 0
average. 1 4 1 0 1
purchasers 0 2 0 4 1
travel 2 1 0 4 0
false 1 0 2 3 1
lifting 4 0 2 0 1
settlement, 0 0 0 3 4
defer 0 0 0 3 4
Otto 0 0 7 0 0
sources, 0 1 2 2 2
But, 1 0 3 1 2
source, 0 1 2 4 0
"He 1 2 1 3 0
Americans 1 0 6 0 0
table 0 1 1 4 1
that." 2 1 2 2 0
exactly 1 0 3 2 1
summit 0 0 7 0 0
Bundesbank's 0 0 7 0 0
&lt;FRANKLIN 0 0 0 0 7
composed 0 1 1 4 1
installed 5 0 0 0 2
transfers 2 0 0 5 0
carries 5 0 0 2 0
kinds 4 0 1 2 0
turnaround 1 0 1 3 2
527 0 0 2 1 4
notably 2 2 1 1 1
facilitate 0 0 0 5 2
guilders, 0 0 3 1 3
overly 1 0 2 3 1
recently. 0 2 3 0 2
BELOW 4 1 1 0 1
2.43 1 0 0 0 6
Societe 1 0 1 3 2
Boliden 0 0 0 6 1
belt 1 6 0 0 0
Aires 0 7 0 0 0
heat 0 3 0 3 1
3.14 0 4 0 0 3
RISING 0 2 2 1 2
statistics 0 4 2 0 1
parliament 2 1 3 1 0
1.72 0 1 0 2 4
Commission's 0 4 0 3 0
FORD 0 0 0 0 7
MOTOR 0 0 0 1 6
pledge 0 2 3 1 1
coordinated 0 0 7 0 0
inflow 0 0 7 0 0
imbalance 0 1 5 1 0
40.0 0 0 0 0 7
Tokyo, 2 0 1 1 3
Parts 0 0 2 4 1
SpA 0 0 0 7 0
binding 0 1 1 5 0
JOHN 0 0 0 1 6
FOURTH 1 0 0 0 6
changes. 3 1 1 1 1
Centers 0 0 0 6 1
BROADCASTING 0 0 0 5 2
mill 0 2 0 3 2
cars, 0 2 1 1 3
Roger 1 0 3 1 2
charges. 0 0 0 3 4
way. 0 0 2 3 2
REUTER... 0 0 2 3 2
&lt;Rainbow 0 0 0 6 1
one-for-one 0 0 0 6 1
24.3 0 0 0 0 7
version 0 2 1 0 4
replacing 1 0 1 2 3
unusually 1 4 1 0 1
235,000 2 0 0 0 5
110,000 2 1 0 1 3
Jan. 0 0 1 3 3
assigned 4 0 3 0 0
types 0 1 4 2 0
exchanges. 0 0 7 0 0
subscribe 0 0 0 4 3
Allied-Signal 0 0 0 5 2
specified 0 2 1 3 1
stockholders, 0 0 0 4 3
spinoff 0 0 0 7 0
LEAVES 0 0 5 1 1
RESOURCE 1 0 0 1 5
purchases. 0 1 1 4 1
profitability. 0 1 0 1 5
Steven 0 1 0 1 5
shr, 0 0 0 0 7
permission 0 0 0 7 0
technological 1 0 0 5 1
165 0 0 2 2 3
India 2 5 0 0 0
Utah, 3 0 0 4 0
REUTER 0 1 1 1 4
HAD 0 0 0 5 2
106 0 0 1 0 6
volatile 1 0 2 0 4
&lt;First 0 0 0 6 1
Du 1 0 1 2 3
Pont 1 0 0 3 3
finalized 0 0 0 6 1
vigorously 0 0 0 6 1
GAF 0 0 0 6 1
1-3/8 1 0 1 5 0
breakup 0 0 0 7 0
share," 0 0 0 5 2
Wells 0 0 0 5 2
2.35 0 0 1 1 5
INDIANA 0 1 0 0 6
events 1 0 2 3 1
revealed 1 0 2 3 1
advisors 0 0 0 4 3
abroad. 1 0 4 1 1
Machinery 1 0 0 6 0
welcome 2 1 2 2 0
Banque 1 0 2 3 1
Will 1 0 4 2 0
2.99 0 3 1 0 3
rural 0 4 2 1 0
299,000 0 0 0 0 7
&lt;DIA> 3 0 0 3 1
17.00 7 0 0 0 0
oilseeds 0 7 0 0 0
Rotterdam 1 6 0 0 0
Javier 7 0 0 0 0
Espinosa 7 0 0 0 0
declaring 2 0 0 0 5
basin 6 1 0 0 0
260,000 5 0 0 0 2
ban 3 3 0 1 0
aviation 1 0 0 2 4
routes 1 1 0 2 3
communique 4 0 2 0 1
360 0 0 3 1 3
21.3 2 0 0 1 4
26.3 0 1 0 1 5
gain, 0 0 1 0 6
caution 0 0 6 0 1
Bill 2 1 2 2 0
41.2 0 0 1 0 6
concentrated 0 1 1 4 1
regardless 0 3 3 0 1
10-3/8 0 0 7 0 0
10-5/16 0 0 7 0 0
estimates. 1 2 2 0 2
36.5 0 0 0 0 7
elect 0 0 0 4 3
22.3 0 0 0 3 4
Reform 0 0 0 1 6
387 0 0 0 7 0
3.10 1 1 0 3 2
COMPLETE 1 0 0 6 0
Coal 1 0 0 4 2
&lt;IV> 0 0 0 7 0
white 1 3 0 3 0
"They're 0 1 0 4 2
10-7/16 0 0 7 0 0
22.1 0 1 0 1 5
MINERALS 0 0 0 5 2
irrigation 0 7 0 0 0
impose 4 2 1 0 0
explaining 1 2 0 2 2
37.1 0 0 0 2 5
southeast 2 4 0 1 0
46,000 0 0 0 0 7
Lawrence 0 1 0 4 2
spokesman, 2 0 0 4 1
Gencorp's 0 0 0 7 0
bridge 3 0 0 4 0
CONSOLIDATED 0 0 0 5 2
LOADING 0 7 0 0 0
Fire 0 0 0 5 2
2.27 0 0 0 0 7
18.9 0 1 0 0 6
SEE 1 4 0 1 1
WATER 0 0 0 3 4
Circuit 0 0 0 6 1
duties 0 1 0 4 2
thousand 5 1 0 1 0
Line 2 0 0 3 2
worked 2 0 1 3 1
&lt;SIEG.F> 0 0 0 6 1
Plus 0 0 0 6 1
talks, 0 0 3 4 0
6-1/16 0 0 7 0 0
Paper 0 0 1 3 3
write-off 0 0 0 0 7
AGREE 1 0 1 5 0
11.50 0 1 0 4 2
Completion 0 0 0 7 0
permitted 0 3 2 2 0
identified. 0 1 3 2 1
7/8 1 0 1 2 3
cutbacks 4 1 0 0 2
launching 2 0 1 3 1
62.5 1 0 0 2 4
1.77 0 0 0 0 7
RUMORS 0 1 0 6 0
PRETAX 0 0 0 0 7
15.50 1 0 0 4 2
LOANS 0 0 0 1 6
&lt;BAC> 0 0 0 4 3
allocate 1 0 6 0 0
presplit 0 0 0 0 7
H. 0 1 1 4 1
estate, 0 0 1 2 4
INC) 0 0 0 0 7
Sanford 4 0 0 0 3
Chevron 7 0 0 0 0
1-3/4 1 0 0 1 5
prices." 6 1 0 0 0
noted, 1 1 1 1 3
protecting 3 1 0 3 0
CHICAGO 0 1 1 3 2
CAN 2 0 2 1 2
healthy 0 1 3 1 2
elsewhere 3 3 1 0 0
broker 0 0 2 5 0
REVLON 0 0 0 6 1
blocking 0 0 0 7 0
world, 2 1 0 3 1
21.5 2 0 0 0 5
ALGERIA 4 3 0 0 0
GenCorp. 0 0 0 7 0
UAE 5 0 2 0 0
attacked 4 0 2 1 0
40.8 0 0 0 1 6
state's 4 0 1 1 1
debenture 0 0 0 3 4
Greek 6 1 0 0 0
Party 2 2 3 0 0
NATO 7 0 0 0 0
Ali 7 0 0 0 0
that. 4 0 2 1 0
Subcommittee 0 3 0 4 0
Glickman 0 7 0 0 0
20.6 0 0 0 0 7
&lt;BKO> 0 0 0 7 0
230,000 1 0 0 1 5
SPOTLIGHT 1 2 3 1 0
Nazer 7 0 0 0 0
kingdom's 6 0 0 0 1
exporter, 7 0 0 0 0
labour 5 2 0 0 0
sharply. 2 0 1 1 3
expected, 0 3 2 0 2
returning 0 1 2 3 1
130,000 2 0 0 1 4
reviewed 0 0 3 4 0
regularly 0 0 2 4 1
wary 0 1 5 0 1
43.2 0 1 0 2 4
non-voting 0 0 0 4 3
confidential 0 0 1 6 0
International, 1 0 0 6 0
ore 0 0 0 6 1
copper 0 1 0 3 3
FUNDS 1 0 4 1 1
covenants 0 0 0 1 6
Leonard 0 0 1 4 2
speculation. 0 1 3 3 0
repayments 0 0 3 1 3
5-3/8 0 0 3 4 0
implications 3 1 1 1 1
MARKS 0 0 6 0 1
TEST 2 1 2 1 1
firmly 3 1 2 1 0
necessary. 0 2 4 1 0
undersecretary 1 3 3 0 0
allies 4 0 3 0 0
values. 0 0 1 2 4
COMMERCE 0 0 2 1 4
riyal 2 0 5 0 0
cope 0 0 4 0 3
29.6 0 0 0 1 6
suit, 0 0 0 6 1
alleges 0 0 0 6 1
forms 2 0 0 4 1
symbol 0 1 0 1 5
DROPS 1 0 1 5 0
trust, 0 0 1 5 1
TRANSPORT 0 0 0 1 6
houses, 1 2 3 1 0
WITHIN 2 0 3 2 0
commenting 0 0 1 2 4
trends 0 2 2 0 3
accounts, 0 0 1 1 5
black 0 0 5 0 2
Pickens 2 0 1 3 1
Phillips 2 0 4 0 1
45.0 1 1 0 1 4
strikes 2 2 1 1 1
1-1/2 0 1 1 2 3
reversed 1 2 2 0 2
21.0 0 1 0 1 5
Opec 7 0 0 0 0
deliberately 5 0 1 1 0
50.7 0 0 3 0 4
REVISES 0 0 1 0 6
Annual 0 0 0 0 7
270 0 1 1 2 3
comprehensive 1 1 3 1 1
tariff 4 2 1 0 0
&lt;TX> 7 0 0 0 0
revisions 5 0 1 1 0
out, 1 0 1 4 1
trillion 6 0 0 1 0
Metropolitan 0 0 0 7 0
servicing 2 0 2 3 0
statements. 0 1 0 2 4
Systems, 0 0 0 5 2
thereby 0 3 0 3 1
they'll 2 3 0 2 0
installations 6 0 0 0 1
crude. 7 0 0 0 0
residents 1 1 4 1 0
SEA 3 0 0 0 4
industries, 0 0 2 3 2
employ 1 0 3 3 0
APPLIED 0 0 0 2 5
people, 1 0 1 5 0
animal 0 3 0 2 2
lies 2 0 5 0 0
indicating 0 2 3 1 1
doubted 0 0 4 2 1
Mitsubishi 0 1 2 3 1
boycott 2 0 5 0 0
2.40 0 3 0 0 4
N.Y. 0 0 1 3 3
neutral 3 2 2 0 0
obligations. 1 0 1 1 4
heavier 4 2 1 0 0
needs, 2 3 2 0 0
du 0 0 2 4 1
47.1 0 0 0 0 7
Africa, 3 1 1 1 1
high, 0 5 2 0 0
announces 0 0 0 5 2
effected 0 0 1 0 6
Fidelity 0 0 0 6 1
foreseeable 0 0 1 2 4
Houston-based 2 0 0 3 2
capitalized 0 0 0 1 6
contributions 0 1 0 1 5
ultimate 1 0 1 1 4
&lt;AXP> 0 0 0 7 0
integral 1 1 0 5 0
matters. 0 0 5 2 0
sense 0 2 4 1 0
Larry 0 1 1 4 1
Wednesday. 2 0 2 3 0
establishment 0 0 3 1 3
York-based 0 0 0 5 2
merchandise 0 0 1 2 4
worldwide, 0 0 0 4 3
1,200 0 3 0 2 2
SOUTHWEST 0 0 0 5 2
exclusively 1 0 0 4 2
subsidiaries, 0 0 0 5 2
bills. 0 0 7 0 0
ROW 1 0 0 6 0
them," 3 0 0 3 1
Dart 0 0 0 7 0
Kidder, 0 0 0 6 1
46.9 0 0 0 0 7
Bruce 2 0 0 4 1
&lt;United 0 0 0 5 2
PIPELINE 6 0 0 1 0
daily. 4 1 2 0 0
34.2 0 0 0 1 6
weighted 0 1 5 0 1
surged 0 0 6 0 1
Morning 0 0 2 2 3
Thatcher 1 0 4 2 0
users 3 1 0 3 0
ANNOUNCES 0 1 0 0 6
sectors, 0 2 1 0 4
presented 1 0 0 2 4
ORDER 0 0 0 6 1
Lines 0 0 0 6 1
Western's 0 0 0 5 2
Ronald 1 0 0 5 1
producer, 2 1 0 4 0
"are 0 2 0 2 3
offers. 0 0 2 5 0
Society 1 0 0 4 2
LIFTS 1 1 0 5 0
Myers 0 2 0 4 1
sizeable 0 0 3 1 3
6,600,000 0 0 0 0 7
18.1 0 0 0 1 6
item. 0 0 0 0 7
WELL 5 0 0 0 2
31.5 0 0 0 0 7
PRESSURE 0 0 3 2 2
switch 1 2 2 0 2
HOUSTON 1 0 0 1 5
essential 0 2 2 2 1
settlement. 0 0 0 4 3
weakened 0 0 2 1 4
Ontario, 0 0 0 7 0
"in 0 0 2 1 4
membership 2 2 3 0 0
specializes 0 1 0 6 0
coordination 1 0 6 0 0
completes 0 0 1 6 0
surplus, 0 1 4 0 2
spending. 0 2 2 0 3
40.7 0 0 0 1 6
MOBILE 0 0 0 0 7
worried 0 2 3 2 0
pilot 1 5 0 1 0
farmer 0 7 0 0 0
farmers. 0 7 0 0 0
stabilising 0 1 6 0 0
favoured 0 2 4 1 0
29.3 0 0 0 0 7
SOYBEANS 0 7 0 0 0
emerge 0 2 1 3 1
specialist 1 3 1 1 1
Williams 1 0 0 5 1
Fund, 2 0 2 2 1
Community, 0 7 0 0 0
cross 2 1 2 0 2
differences 0 2 1 3 1
purchases, 1 2 2 2 0
HARCOURT 0 0 0 6 1
One. 0 0 0 3 4
CONTRACT 2 3 1 1 0
320 0 0 1 2 4
Sydney 1 1 3 0 2
Machines 0 0 1 3 3
associate 0 0 0 5 2
1,042,000 0 0 0 1 6
1,600,000 0 0 0 2 5
ROSPATCH 0 0 0 6 1
items. 0 0 0 0 7
signing 2 1 1 3 0
Indonesia's 3 2 1 1 0
CEREAL 0 7 0 0 0
17,000 1 1 0 2 3
28,000 1 2 1 2 1
CHIEF 3 0 2 2 0
medium-term 1 0 5 0 1
Douglas 0 0 0 5 2
&lt;EFH> 0 0 0 7 0
suitable 1 2 1 3 0
conducting 1 1 0 2 3
nationwide 3 3 0 1 0
acre 2 5 0 0 0
deregulate 4 0 1 0 2
870,000 1 1 0 1 4
auctions 0 0 7 0 0
Ventures 1 0 0 5 1
EC's 0 2 4 1 0
years' 2 0 1 2 2
expectations, 0 0 1 0 6
receivables 0 0 0 2 5
DOLLARS 0 0 7 0 0
sudden 0 1 4 1 1
mounting 1 0 3 2 1
decision, 0 3 0 4 0
whatever 2 1 2 2 0
specializing 0 0 0 5 2
Bonus 0 1 0 0 6
Tenneco 4 0 0 2 1
TIRE 0 0 0 6 1
assembly 0 0 1 6 0
Hanover 0 0 1 4 2
SUIT 0 0 0 5 2
misleading 2 0 0 4 1
Sosnoff's 0 0 0 7 0
links 3 1 2 1 0
EQUIPMENT 0 0 0 4 3
dispose 2 0 0 4 1
185 0 0 2 3 2
154 3 0 1 1 2
Dallas-based 3 0 0 3 1
distance 1 0 0 1 5
Pratt 0 0 0 6 1
options, 0 0 4 3 0
NORSTAR 0 0 0 7 0
FLEET 0 0 0 7 0
530 1 1 0 4 1
mutually 0 0 0 7 0
CINEMA 0 0 0 1 6
210 0 5 0 1 1
OPERATING 0 1 0 0 6
27.8 0 0 0 0 7
3,200,000 0 0 0 2 5
wrote 1 0 1 1 4
coastal 3 2 1 1 0
Luxembourg 2 1 2 0 2
Bonn 0 0 7 0 0
feeling 1 1 4 1 0
agent 0 3 0 4 0
complete, 0 2 0 4 1
facility. 1 1 2 3 0
offerings 0 1 2 3 1
and/or 0 4 0 2 1
UNKNOWN 0 7 0 0 0
mailed 0 1 0 2 4
nervous 0 1 4 1 1
expiring 0 1 3 2 1
quantity 1 4 0 0 2
AUCTION 0 0 6 1 0
127,000 0 0 0 0 7
Trump 0 0 0 6 1
directed 4 0 0 2 1
flooding 0 7 0 0 0
all, 0 0 2 4 1
Moreover, 0 0 5 1 1
2.08 0 0 1 0 6
or, 2 0 1 3 1
Union's 1 4 0 0 2
usual 0 3 3 0 1
provision, 0 2 0 1 4
Alfred 0 1 1 4 1
concrete 2 0 1 1 3
increase, 0 0 1 2 4
paper. 0 0 4 2 1
Venezuela's 7 0 0 0 0
MLN, 6 0 0 0 1
&lt;Cie 0 0 0 5 2
Jerome 2 1 0 2 2
57.5 0 0 0 3 4
computers 0 0 0 3 4
37.6 0 1 0 1 5
agency's 0 2 1 2 2
JOINT 1 0 0 5 1
Beach, 0 0 0 7 0
SA> 1 0 0 6 0
sum 0 0 0 5 2
field, 7 0 0 0 0
stockbrokers 2 0 3 1 1
Don 2 1 0 3 1
Iraq's 5 1 0 0 1
discounts 5 0 0 0 2
passenger 0 0 0 3 4
Mine 0 0 0 5 2
SIGNS 1 0 0 6 0
PL 0 7 0 0 0
fought 0 1 1 4 1
retire 0 1 0 4 2
restraint 2 0 2 2 1
"On 3 1 2 0 1
41.0 1 0 0 1 5
purchaser 0 0 0 6 1
Walter 1 0 2 3 1
44.5 0 0 1 0 6
printing 0 0 0 5 2
Minorities 0 0 0 0 7
secret 0 0 5 2 0
London-based 0 0 1 5 1
PRIVATE 1 0 0 6 0
Telesis 0 0 0 6 1
Denwa 0 0 0 7 0
. 0 1 0 1 5
Stearns 0 0 0 6 1
21, 0 1 0 2 4
Reuter 4 1 0 0 2
East, 2 1 0 3 1
resistance 6 0 1 0 0
Switzerland, 2 1 0 4 0
challenge 2 1 1 2 1
54.9 0 1 0 1 5
movements, 0 0 3 0 4
forum 2 1 3 1 0
30.0 0 2 0 0 5
FINANCING 0 0 0 6 1
say. 0 1 3 2 1
production," 3 3 0 1 0
buyout. 0 0 0 7 0
25.3 0 1 0 1 5
driving 1 1 4 1 0
ASIAN 0 1 4 2 0
Hanson 0 0 0 7 0
far, 1 0 4 2 0
passing 0 4 0 3 0
stabilisation 0 1 6 0 0
PROGRAM 0 5 0 1 1
administrator 0 7 0 0 0
Bankruptcy 1 0 0 5 1
161,000 0 0 0 0 7
Fred 2 0 2 2 1
112,000 0 0 0 0 7
26.7 0 1 0 0 6
equity. 0 0 1 5 1
"My 1 1 0 4 1
350,000 0 3 0 3 1
Europe. 1 2 2 2 0
resources. 3 0 0 3 1
45.2 2 0 0 0 5
suggestion 1 1 2 2 1
state-oil 7 0 0 0 0
26.5 0 1 0 0 6
Simon 2 0 0 2 3
Sumitomo 0 0 1 5 1
Worth, 0 0 0 6 1
(GCC) 3 0 4 0 0
Bahrain, 2 0 5 0 0
practice 1 2 3 0 1
Alleghany 0 0 0 6 1
Howard 1 0 0 3 3
1.93 0 1 0 0 6
factors. 0 0 1 3 3
23.8 0 0 0 0 7
listing 0 0 1 2 4
Persian 7 0 0 0 0
technology. 0 0 0 6 1
BEST 0 0 0 0 7
Publishing 0 0 0 6 1
rubber 0 2 1 3 1
INTERVENES 0 0 7 0 0
SOON 0 1 6 0 0
Washington. 0 1 3 3 0
question, 1 1 2 1 2
1.86 0 0 2 0 5
talked 1 1 2 3 0
DISCUSS 1 0 4 2 0
airline, 0 0 0 4 3
"and 1 0 1 2 3
payment. 1 0 0 3 3
TWA, 0 0 0 7 0
provinces 0 6 1 0 0
stored 0 6 0 1 0
interests, 0 1 0 2 4
Indonesia, 4 2 1 0 0
continuation 1 0 0 4 2
SUPPORT 1 1 2 2 1
Illinois, 0 3 0 3 1
2.65 0 2 0 0 5
Unilever 0 0 0 1 6
BRANDS 0 0 0 2 5
AEROSPACE 0 0 0 5 2
force. 1 0 1 2 3
advice 0 2 0 5 0
Hilton 0 0 0 1 6
cooperative 0 1 2 2 2
2.55 0 1 0 2 4
contrast 0 1 4 0 2
firms. 0 0 2 4 1
earning 0 0 0 3 4
objections 1 2 2 2 0
1.95 1 1 0 0 5
AFTERNOON 0 0 7 0 0
hovered 0 0 7 0 0
dairy 0 4 0 1 2
prospectus 0 0 0 3 4
flotation 0 0 1 2 4
Between 1 4 1 0 1
rapeseed 0 7 0 0 0
violation 2 0 0 4 1
administrative 0 1 0 1 5
applying 0 3 3 1 0
seller 1 2 2 2 0
exporter 1 6 0 0 0
MINE 0 0 0 7 0
REPURCHASE 0 0 6 0 1
3.07 0 3 0 1 3
2.30 0 2 0 1 4
TOO 1 1 3 2 0
